20191026-15-15
2,1,1270.37,8.3166,0,2
1,1,818.042,-510.608,684.854,3
8,0,765.483,500.178,713.597,3
8,0,1193.81,-646.028,651.041,3
3,0,1233.27,-83.6062,93.1974,2
2,1,963.4,503.06,591.454,2
8,0,549.457,-58.0012,727.304,3
8,0,1266.41,636.697,636.748,3
3,1,1264.51,-113.274,113.709,2
1,1,695.42,128.864,593.191,2
2,1,1262.5,-521.501,521.638,2
2,1,993.023,-639.951,699.097,3
2,1,1216.09,19.2343,61.4408,2
1,1,891.281,-574.907,690.892,3
2,1,815.195,-509.522,685.947,3
1,1,559.525,4.97856,714.937,3
2,1,1300.17,637.242,637.761,3
2,1,-694.84,-0.719075,579.605,2
8,0,-900.58,592.089,700.246,3
8,0,-791.572,524.575,712.983,3
2,1,-1291.47,-34.145,38.1522,2
1,1,-587.917,161.565,705.283,3
2,1,-804.485,-522.13,702.483,3
3,1,-1239.17,85.6771,92.655,2
8,0,-773.496,-477.545,692.098,3
2,1,-966.799,498.537,585.82,2
MIN,1941
PTS,42
FGM,9
FGA,10
3PM,8
3PA,15
FTM,0
FTA,0
REB,5
AST,5
STL,0
BLK,4
TOV,3
PLM,17
---All data saved. Voila!---
Heat vs Mavericks
