20191126-16-16
2,1,-807.139,504.793,687.889,3
2,1,-706.412,-20.4633,568.401,2
8,0,-808.944,-547.285,718.479,3
2,1,1264.03,-4.69832,0,2
2,1,-1161.98,481.282,494.247,2
2,1,-872.172,-8.81422,402.37,1
7,0,-872.453,-9.31999,402.101,1
2,1,-872.449,-9.31746,402.104,1
2,1,-873.158,-9.2355,401.394,1
2,1,-1295.65,50.4264,54.7027,2
2,1,-873.092,-9.65384,401.469,1
2,1,1264.92,1.19846,0,2
7,0,-604.99,134.265,682.786,3
2,1,-911.795,-619.237,717.614,3
8,0,-972.713,-629.175,697.784,3
7,1,-599.089,99.7687,682.685,3
2,1,-1164.42,52.393,121.859,2
1,1,-1202.97,636.994,640.992,3
1,1,1324.63,-641.386,643.346,3
2,1,1222.34,-641.436,643.549,3
2,1,872.501,9.29058,402.051,1
2,1,878.602,9.93781,395.967,1
1,0,1096.55,8.66528,178.102,2
2,1,1267.41,-4.97909,0,2
1,1,793.6,513.949,703.815,3
8,0,724.591,-428.197,696.916,3
1,1,1310.8,638.22,639.255,3
2,1,1268.17,1.05869,0,2
MIN,1822.9
PTS,46
FGM,8
FGA,9
3PM,8
3PA,12
FTM,6
FTA,7
REB,14
AST,3
STL,1
BLK,7
TOV,2
PLM,23
---All data saved. Voila!---
Thunder vs Heat
