20200108-20-18
2,1,1008.79,-547.571,608.609,2
1,1,897.68,-625.795,730.46,3
3,0,1228.62,-194.101,199.436,2
1,0,1203.26,-1.55541,71.204,2
1,1,1112,-643.131,663.331,3
3,0,1277.61,-60.8645,60.9466,2
3,1,1224.73,112.518,123.013,2
2,1,984.065,508.96,585.97,2
1,1,960.048,616.104,691.686,3
2,1,877.352,8.58999,397.186,1
2,1,877.051,7.1589,397.459,1
1,1,-1274.09,458.065,458.065,2
8,0,-1323.34,636.298,638.173,3
2,1,1280.57,7.68365,0,2
2,1,-1058.18,-602.683,640.311,2
6,0,-1251.94,157.48,159.079,2
2,1,-904.769,499.829,621.682,2
8,0,-1339.03,631.763,635.056,3
2,1,-1150.68,562.236,575.698,2
2,1,-1311.49,620.499,621.604,2
2,1,-928.116,428.666,551.089,2
2,1,-1235.83,-6.90865,39.2239,2
2,1,-1011.09,-512.384,576.101,2
2,1,-1302.17,641.098,641.697,3
2,1,-878.466,-10.1387,396.109,1
2,1,-872.799,-8.97309,401.747,1
1,1,-876.683,596.94,717.323,3
MIN,1745.57
PTS,43
FGM,12
FGA,16
3PM,5
3PA,7
FTM,4
FTA,4
REB,2
AST,0
STL,1
BLK,2
TOV,0
PLM,23
---All data saved. Voila!---
Heat vs Celtics
