20191109-16-50
2,1,1240.7,621.258,622.174,2
1,1,1009.01,-409.883,488.326,2
3,1,1291.74,-76.7447,78.6702,2
8,0,1242.01,-642.377,643.196,3
8,0,1005.58,637.709,692.072,3
2,1,1108.02,472.926,501.355,2
2,1,1256.99,641.073,641.31,3
3,1,1288.4,83.1995,84.3621,2
3,1,1284.92,-54.8552,55.8459,2
2,1,872.455,9.36853,402.1,1
8,0,1017.81,-643.198,692.505,3
2,1,1224.38,14.437,52.1096,2
2,1,1003.48,-396.208,480.003,2
6,0,979.177,-111.971,315.786,2
2,1,955.414,-394.598,507.433,2
2,1,1291.2,-640.946,641.165,3
2,1,1034.54,-639.3,682.83,3
8,0,-977.229,-536.781,613.572,2
2,1,1264.06,-0.15656,0,2
2,1,-1341.46,-489.608,494.173,2
2,1,1264.26,2.11524,0,2
8,0,-1243.25,-634.864,635.63,3
3,1,-1226.57,-35.5037,59.6008,2
3,0,-1287.96,-85.703,86.7625,2
1,0,-1187.9,27.5217,90.8178,2
2,1,-759.796,-280.741,586.242,2
2,1,1264.78,-5.64501,0,2
2,1,-1017.48,404.092,478.874,2
1,1,-1192.14,-639.344,644.62,3
2,1,-1279.23,-636.905,636.923,3
MIN,1779.41
PTS,48
FGM,16
FGA,20
3PM,5
3PA,9
FTM,1
FTA,1
REB,5
AST,8
STL,4
BLK,6
TOV,2
PLM,47
---All data saved. Voila!---
Heat vs Clippers
