20191121-20-01
3,1,1204.74,62.266,93.4667,2
1,0,1087.57,-32.7752,189.729,2
1,1,1329.68,642.406,644.776,3
2,1,1160.66,5.88586,113.939,2
3,1,1228.37,-34.4737,57.5434,2
8,0,648.104,305.802,697.007,3
1,0,1312.44,115.788,121.864,2
7,1,599.019,-198.947,704.116,3
2,1,1108.01,567.651,591.548,2
2,1,817.705,-548.296,713.611,3
2,1,1271.91,6.32557,0,2
2,1,-1235.6,-5.46026,39.224,2
3,1,-1259.39,-44.7724,47.2346,2
2,1,-837.161,-572.563,720.448,3
1,0,-1163.83,-14.776,111.598,2
1,0,-1235.36,9.33788,40.1876,2
2,1,-1043.99,642.078,682.183,3
3,0,-1279.37,51.4937,51.7282,2
2,1,1272.83,4.06659,0,2
2,1,-588.285,-244.382,728.381,3
2,1,1273.35,-4.01288,0,2
2,1,-814.036,535.218,705.999,3
3,1,-1284.22,51.3814,52.3024,2
8,0,-981.855,-621.655,687.069,3
2,1,-560.119,23.97,714.729,3
MIN,1868.89
PTS,44
FGM,10
FGA,15
3PM,8
3PA,10
FTM,0
FTA,0
REB,9
AST,5
STL,3
BLK,6
TOV,4
PLM,38
---All data saved. Voila!---
Jazz vs Heat
