20190924-21-22
2,1,1009.77,436.425,510.413,2
2,1,1025.19,-494.61,553.867,2
3,1,1272.21,99.6414,99.6665,2
3,0,1217.81,-86.5529,103.435,2
2,1,1299.64,99.3353,102.481,2
2,1,1234.41,-4.12538,40.2488,2
1,0,1128.32,-57.0568,156.871,2
3,0,1272.85,97.2259,97.2389,2
3,1,1223.77,77.939,92.9641,2
2,1,884.406,8.59692,390.134,1
3,1,1280.55,116.607,116.767,2
3,1,1283.62,-58.9297,59.6404,2
8,0,-804.675,-521.673,702.016,3
2,1,1266.34,-2.84768,0,2
2,1,-884.282,-8.66814,390.259,1
2,1,-999.779,-429.815,510.081,2
3,0,-1200.81,49.866,88.9301,2
3,1,-1279.27,52.2217,52.4439,2
1,1,-1272.42,-617.05,617.053,2
8,0,-1026,-400.435,471.247,2
2,1,-1202.25,8.8958,72.7432,2
8,0,-871.658,-587.692,712.474,3
3,0,-1237.92,-98.6266,105.172,2
8,0,-1143.85,-325.48,350.702,2
3,0,-1176.36,-66.6675,118.595,2
2,1,-780.566,551.189,740.085,3
MIN,1890
PTS,31
FGM,13
FGA,21
3PM,1
3PA,3
FTM,2
FTA,2
REB,10
AST,4
STL,1
BLK,3
TOV,2
PLM,25
---All data saved. Voila!---
Heat vs Magic
