20180710-22-14
1,1,262.788,-277.9,1049.13,0
1,0,345.36,-573.79,1091.99,0
2,1,1068.86,646.33,678.239,0
8,0,702.005,-632.797,853.299,0
2,1,1250,0,0,2
5,0,738.826,338.718,633.734,0
2,1,1250,0,0,2
8,0,862.607,-546.558,684.352,0
5,1,714.551,-21.9848,560.326,0
2,1,970.368,-342.354,457.896,0
MIN,0
PTS,0
FGM,0
FGA,0
3PM,0
3PA,0
FTM,0
FTA,0
REB,0
AST,0
STL,0
BLK,0
TOV,0
PLM,0
---All data saved. Voila!---
