20180811-10-29
2,1,1266.71,0.835292,0,2
1,0,1329.19,-193.192,200.799,2
1,1,1242.74,495.143,496.157,2
2,1,1267.7,0.988495,0,2
3,0,1285,-88.216,88.8453,2
2,1,1268.64,-8.7878,0,2
2,1,1355.35,643.477,648.543,3
2,1,1269.01,4.55,0,2
2,1,1269.62,-1.11728,0,2
8,0,-987.704,620.11,683.196,3
2,1,-879.773,-9.96235,394.798,1
2,1,-877.388,-7.1829,397.122,1
2,1,-1320.19,639.986,641.618,3
2,1,1270.12,-8.23908,0,2
2,1,1270.27,3.7846,0,2
8,0,-1263.1,439.045,439.192,2
3,1,-1238.94,169.731,173.404,2
2,1,-878.218,-9.35247,396.338,1
2,1,-1358.36,632.555,638.097,3
3,1,-1262.31,-65.386,66.5027,2
1,1,-977.152,-632.583,698.96,3
2,1,-1253.73,626.44,626.783,3
2,1,-843.482,521.657,676.65,2
1,1,-825.298,562.869,720.108,3
MIN,1854.39
PTS,41
FGM,10
FGA,14
3PM,6
3PA,7
FTM,3
FTA,3
REB,10
AST,5
STL,0
BLK,0
TOV,1
PLM,32
---All data saved. Voila!---
Wizards vs Heat
