20180812-18-54
3,1,1271.63,67.2879,67.3467,2
2,1,872.598,9.171,401.952,1
3,1,1234.95,106.62,113.699,2
2,1,879.111,9.57806,395.45,1
2,1,1277.95,-5.82873,0,2
2,1,1278.04,-3.73577,0,2
2,1,878.27,9.94604,396.3,1
2,0,-1229.85,-62.9326,77.1295,2
2,1,-1107.35,-119.185,205.243,2
2,1,1278.36,-0.646687,0,2
3,1,-1263.35,-158.129,158.518,2
2,1,-879.117,-7.8529,395.406,1
3,1,-1214.82,-45.7569,75.1614,2
2,1,-1058.56,49.6197,221.514,2
4,0,-1348.14,430.998,437.253,2
8,0,-1185.73,642.83,648.922,3
2,1,1265.83,7.06351,0,2
2,1,-1198.57,20.4535,78.5803,2
3,1,-1276.95,50.676,50.7379,2
2,1,-1126.63,-216.519,262.165,2
3,1,-1240.9,45.7361,56.7175,2
2,1,-872.505,-10.5843,402.08,1
8,0,-925.657,607.701,700.68,3
2,1,-990.889,542.513,612.147,2
MIN,1806.23
PTS,35
FGM,15
FGA,17
3PM,0
3PA,2
FTM,5
FTA,5
REB,5
AST,6
STL,0
BLK,3
TOV,2
PLM,22
---All data saved. Voila!---
Suns vs Heat
